"","countyFIPS","Week","total_deaaths","total_vaccinesDistributed","total_vaccinationsInitiated","total_vaccinationsCompleted","total_newDeaths","total_vaccinesAdministered","total_vaccinationsAdditionalDose"
"1","001",1,NA,NA,NA,NA,NA,NA,NA
"2","001",2,0,NA,NA,NA,NA,NA,NA
"3","001",3,0,NA,NA,NA,0,NA,NA
"4","001",4,0,NA,NA,NA,0,NA,NA
"5","001",5,18,NA,NA,NA,4,NA,NA
"6","001",6,39,NA,NA,NA,2,NA,NA
"7","001",7,66,NA,NA,NA,5,NA,NA
"8","001",8,71,NA,NA,NA,1,NA,NA
"9","001",9,84,NA,NA,NA,2,NA,NA
"10","001",10,91,NA,NA,NA,0,NA,NA
"11","001",11,91,NA,NA,NA,0,NA,NA
"12","001",12,91,NA,NA,NA,0,NA,NA
"13","001",13,91,NA,NA,NA,0,NA,NA
"14","001",14,95,NA,NA,NA,1,NA,NA
"15","001",15,98,NA,NA,NA,0,NA,NA
"16","001",16,98,NA,NA,NA,0,NA,NA
"17","001",17,104,NA,NA,NA,1,NA,NA
"18","001",18,110,NA,NA,NA,1,NA,NA
"19","001",19,112,NA,NA,NA,0,NA,NA
"20","001",20,128,NA,NA,NA,3,NA,NA
"21","001",21,133,NA,NA,NA,0,NA,NA
"22","001",22,140,NA,NA,NA,2,NA,NA
"23","001",23,160,NA,NA,NA,2,NA,NA
"24","001",24,162,NA,NA,NA,1,NA,NA
"25","001",25,176,NA,NA,NA,2,NA,NA
"26","001",26,182,NA,NA,NA,0,NA,NA
"27","001",27,186,NA,NA,NA,2,NA,NA
"28","001",28,204,NA,NA,NA,2,NA,NA
"29","001",29,231,NA,NA,NA,4,NA,NA
"30","001",30,239,NA,NA,NA,1,NA,NA
"31","001",31,249,NA,NA,NA,1,NA,NA
"32","001",32,261,NA,NA,NA,2,NA,NA
"33","001",33,266,NA,NA,NA,NA,NA,NA
"34","001",34,268,NA,NA,NA,1,NA,NA
"35","001",35,271,NA,NA,NA,0,NA,NA
"36","001",36,269,NA,NA,NA,1,NA,NA
"37","001",37,284,NA,NA,NA,2,NA,NA
"38","001",38,294,NA,NA,NA,1,NA,NA
"39","001",39,294,NA,NA,NA,0,NA,NA
"40","001",40,300,NA,NA,NA,1,NA,NA
"41","001",41,306,NA,NA,NA,1,NA,NA
"42","001",42,313,NA,NA,NA,1,NA,NA
"43","001",43,318,NA,NA,NA,1,NA,NA
"44","001",44,335,NA,NA,NA,4,NA,NA
"45","001",45,363,NA,NA,NA,3,NA,NA
"46","001",46,380,NA,NA,NA,2,NA,NA
"47","001",47,399,NA,2169,515,5,NA,NA
"48","001",48,419,NA,2414,1000,1,NA,NA
"49","001",49,430,NA,2566,1290,3,NA,NA
"50","001",50,453,NA,2786,1650,3,NA,NA
"51","001",51,458,NA,3162,1943,1,NA,NA
"52","001",52,465,NA,3673,2155,1,NA,NA
"53","001",53,473,NA,4231,2430,1,NA,NA
"54","001",54,476,NA,4749,2732,0,NA,NA
"55","001",55,478,NA,5224,3174,1,NA,NA
"56","001",56,489,NA,5611,3737,1,NA,NA
"57","001",57,493,NA,5778,4149,1,NA,NA
"58","001",58,497,NA,5869,4537,0,NA,NA
"59","001",59,497,NA,6021,4894,0,NA,NA
"60","001",60,497,NA,6229,5076,0,NA,NA
"61","001",61,500,NA,6718,5510,1,NA,NA
"62","001",62,504,NA,7292,6057,0,NA,NA
"63","001",63,504,NA,7812,6768,0,NA,NA
"64","001",64,504,NA,8010,7102,0,NA,NA
"65","001",65,504,NA,8190,7360,0,NA,NA
"66","001",66,504,NA,8520,7876,0,NA,NA
"67","001",67,504,NA,8894,8330,0,NA,NA
"68","001",68,504,NA,9194,8653,0,NA,NA
"69","001",69,504,NA,9540,8812,0,NA,NA
"70","001",70,504,NA,9975,9052,0,NA,NA
"71","001",71,504,NA,10707,9349,0,NA,NA
"72","001",72,504,NA,11687,9614,0,NA,NA
"73","001",73,509,NA,12949,9970,1,NA,NA
"74","001",74,516,NA,14663,10562,1,NA,NA
"75","001",75,522,NA,15696,11186,1,NA,NA
"76","001",76,529,NA,16981,12060,1,NA,NA
"77","001",77,558,NA,18012,12878,5,NA,NA
"78","001",78,584,NA,19010,13977,3,NA,NA
"79","001",79,602,NA,19923,15365,3,NA,NA
"80","001",80,626,NA,20370,16291,4,NA,NA
"81","001",81,664,NA,20733,17115,5,NA,NA
"82","001",82,690,NA,21030,17817,6,NA,NA
"83","001",83,719,NA,21244,18267,1,NA,NA
"84","001",84,721,NA,21528,18815,0,NA,NA
"85","001",85,728,NA,21751,19194,2,NA,NA
"86","001",86,735,NA,21951,19392,0,NA,NA
"87","001",87,739,NA,22224,19608,1,NA,NA
"88","001",88,748,NA,22475,19765,1,NA,NA
"89","001",89,749,NA,22752,19978,0,NA,NA
"90","001",90,749,NA,23110,20243,0,NA,NA
"91","001",91,752,NA,23295,20473,1,NA,NA
"92","001",92,756,NA,23395,20659,0,NA,9346
"93","001",93,756,NA,23584,20870,0,NA,10206
"94","001",94,761,NA,23800,21085,1,NA,10853
"95","001",95,763,NA,24008,21309,0,NA,11433
"96","001",96,769,NA,41461,36047,2,NA,12421
"97","001",97,785,NA,51887,44868,2,NA,13361
"98","001",98,791,NA,52068,45036,0,NA,13787
"99","001",99,796,NA,52141,45265,1,NA,13966
"100","001",100,805,NA,52281,45393,1,NA,14195
"101","001",101,816,NA,52428,45551,2,NA,14444
"102","001",102,822,NA,52532,45648,1,NA,14614
"103","001",103,837,NA,52582,45738,2,NA,14741
"104","001",104,846,NA,52612,45831,1,NA,14874
"105","001",105,853,NA,52679,45911,1,NA,14980
"106","001",106,859,NA,52702,45978,1,NA,15072
"107","003",1,NA,NA,NA,NA,NA,NA,NA
"108","003",2,NA,NA,NA,NA,NA,NA,NA
"109","003",3,0,NA,NA,NA,NA,NA,NA
"110","003",4,0,NA,NA,NA,0,NA,NA
"111","003",5,0,NA,NA,NA,0,NA,NA
"112","003",6,5,NA,NA,NA,1,NA,NA
"113","003",7,7,NA,NA,NA,0,NA,NA
"114","003",8,12,NA,NA,NA,1,NA,NA
"115","003",9,14,NA,NA,NA,0,NA,NA
"116","003",10,14,NA,NA,NA,0,NA,NA
"117","003",11,14,NA,NA,NA,0,NA,NA
"118","003",12,14,NA,NA,NA,0,NA,NA
"119","003",13,14,NA,NA,NA,0,NA,NA
"120","003",14,14,NA,NA,NA,0,NA,NA
"121","003",15,14,NA,NA,NA,0,NA,NA
"122","003",16,14,NA,NA,NA,0,NA,NA
"123","003",17,14,NA,NA,NA,0,NA,NA
"124","003",18,14,NA,NA,NA,0,NA,NA
"125","003",19,14,NA,NA,NA,0,NA,NA
"126","003",20,14,NA,NA,NA,0,NA,NA
"127","003",21,20,NA,NA,NA,1,NA,NA
"128","003",22,21,NA,NA,NA,0,NA,NA
"129","003",23,21,NA,NA,NA,0,NA,NA
"130","003",24,21,NA,NA,NA,0,NA,NA
"131","003",25,21,NA,NA,NA,0,NA,NA
"132","003",26,21,NA,NA,NA,0,NA,NA
"133","003",27,21,NA,NA,NA,0,NA,NA
"134","003",28,21,NA,NA,NA,0,NA,NA
"135","003",29,27,NA,NA,NA,1,NA,NA
"136","003",30,30,NA,NA,NA,1,NA,NA
"137","003",31,37,NA,NA,NA,1,NA,NA
"138","003",32,42,NA,NA,NA,0,NA,NA
"139","003",33,49,NA,NA,NA,NA,NA,NA
"140","003",34,53,NA,NA,NA,1,NA,NA
"141","003",35,59,NA,NA,NA,1,NA,NA
"142","003",36,63,NA,NA,NA,0,NA,NA
"143","003",37,63,NA,NA,NA,0,NA,NA
"144","003",38,63,NA,NA,NA,0,NA,NA
"145","003",39,63,NA,NA,NA,0,NA,NA
"146","003",40,63,NA,NA,NA,0,NA,NA
"147","003",41,63,NA,NA,NA,0,NA,NA
"148","003",42,63,NA,NA,NA,0,NA,NA
"149","003",43,72,NA,NA,NA,2,NA,NA
"150","003",44,84,NA,NA,NA,1,NA,NA
"151","003",45,94,NA,NA,NA,2,NA,NA
"152","003",46,103,NA,NA,NA,1,NA,NA
"153","003",47,111,NA,NA,NA,1,NA,NA
"154","003",48,116,NA,574,267,1,NA,NA
"155","003",49,133,NA,603,363,2,NA,NA
"156","003",50,133,NA,657,410,0,NA,NA
"157","003",51,127,NA,770,452,NA,NA,NA
"158","003",52,119,NA,908,491,0,NA,NA
"159","003",53,119,NA,1094,573,0,NA,NA
"160","003",54,119,NA,1417,808,0,NA,NA
"161","003",55,119,NA,1638,1091,0,NA,NA
"162","003",56,131,NA,1760,1209,2,NA,NA
"163","003",57,133,NA,1798,1320,0,NA,NA
"164","003",58,133,NA,1857,1414,0,NA,NA
"165","003",59,136,NA,1935,1467,1,NA,NA
"166","003",60,150,NA,2011,1542,2,NA,NA
"167","003",61,154,NA,2097,1615,0,NA,NA
"168","003",62,154,NA,2242,1883,0,NA,NA
"169","003",63,154,NA,NA,2424,0,NA,NA
"170","003",64,154,NA,NA,2692,0,NA,NA
"171","003",65,159,NA,NA,2775,1,NA,NA
"172","003",66,161,NA,NA,2943,0,NA,NA
"173","003",67,161,NA,NA,3178,0,NA,NA
"174","003",68,161,NA,NA,3277,0,NA,NA
"175","003",69,161,NA,3400,3353,0,NA,NA
"176","003",70,161,NA,3656,3468,0,NA,NA
"177","003",71,161,NA,4205,3616,0,NA,NA
"178","003",72,161,NA,4907,3779,0,NA,NA
"179","003",73,161,NA,5662,3908,0,NA,NA
"180","003",74,161,NA,7389,4547,0,NA,NA
"181","003",75,161,NA,8753,5319,0,NA,NA
"182","003",76,164,NA,9498,6000,1,NA,NA
"183","003",77,168,NA,10052,6621,0,NA,NA
"184","003",78,173,NA,10585,7488,1,NA,NA
"185","003",79,179,NA,11010,8383,1,NA,NA
"186","003",80,194,NA,11221,8935,3,NA,NA
"187","003",81,203,NA,11386,9281,0,NA,NA
"188","003",82,219,NA,11536,9540,3,NA,NA
"189","003",83,235,NA,11624,9724,2,NA,NA
"190","003",84,252,NA,11740,9980,3,NA,NA
"191","003",85,259,NA,11901,10185,0,NA,NA
"192","003",86,259,NA,12019,10284,0,NA,NA
"193","003",87,259,NA,12153,10360,0,NA,NA
"194","003",88,259,NA,12273,10444,0,NA,NA
"195","003",89,259,NA,12519,10769,0,NA,NA
"196","003",90,259,NA,12702,11081,0,NA,NA
"197","003",91,259,NA,12800,11242,0,NA,NA
"198","003",92,259,NA,12871,11351,0,NA,3585
"199","003",93,269,NA,13055,11495,2,NA,3993
"200","003",94,273,NA,13217,11642,0,NA,4430
"201","003",95,273,NA,13327,11759,0,NA,4709
"202","003",96,273,NA,21621,18168,0,NA,4935
"203","003",97,273,NA,26434,21870,0,NA,5158
"204","003",98,273,NA,26542,21969,0,NA,5322
"205","003",99,281,NA,26595,22088,2,NA,5439
"206","003",100,294,NA,26676,22186,1,NA,5525
"207","003",101,301,NA,26759,22278,2,NA,5670
"208","003",102,316,NA,26811,22325,2,NA,5783
"209","003",103,329,NA,26849,22376,1,NA,5865
"210","003",104,329,NA,26901,22450,0,NA,5914
"211","003",105,329,NA,26954,22504,0,NA,5993
"212","003",106,329,NA,26964,22537,0,NA,6029
"213","005",1,NA,NA,NA,NA,NA,NA,NA
"214","005",2,0,NA,NA,NA,0,NA,NA
"215","005",3,0,NA,NA,NA,0,NA,NA
"216","005",4,4,NA,NA,NA,1,NA,NA
"217","005",5,7,NA,NA,NA,0,NA,NA
"218","005",6,7,NA,NA,NA,0,NA,NA
"219","005",7,7,NA,NA,NA,0,NA,NA
"220","005",8,13,NA,NA,NA,1,NA,NA
"221","005",9,14,NA,NA,NA,0,NA,NA
"222","005",10,18,NA,NA,NA,1,NA,NA
"223","005",11,21,NA,NA,NA,0,NA,NA
"224","005",12,21,NA,NA,NA,0,NA,NA
"225","005",13,23,NA,NA,NA,1,NA,NA
"226","005",14,28,NA,NA,NA,0,NA,NA
"227","005",15,28,NA,NA,NA,0,NA,NA
"228","005",16,33,NA,NA,NA,1,NA,NA
"229","005",17,35,NA,NA,NA,0,NA,NA
"230","005",18,35,NA,NA,NA,0,NA,NA
"231","005",19,40,NA,NA,NA,1,NA,NA
"232","005",20,45,NA,NA,NA,2,NA,NA
"233","005",21,56,NA,NA,NA,0,NA,NA
"234","005",22,56,NA,NA,NA,0,NA,NA
"235","005",23,56,NA,NA,NA,0,NA,NA
"236","005",24,66,NA,NA,NA,2,NA,NA
"237","005",25,70,NA,NA,NA,0,NA,NA
"238","005",26,70,NA,NA,NA,0,NA,NA
"239","005",27,89,NA,NA,NA,4,NA,NA
"240","005",28,98,NA,NA,NA,0,NA,NA
"241","005",29,98,NA,NA,NA,0,NA,NA
"242","005",30,98,NA,NA,NA,0,NA,NA
"243","005",31,105,NA,NA,NA,2,NA,NA
"244","005",32,112,NA,NA,NA,0,NA,NA
"245","005",33,130,NA,NA,NA,NA,NA,NA
"246","005",34,145,NA,NA,NA,1,NA,NA
"247","005",35,155,NA,NA,NA,2,NA,NA
"248","005",36,164,NA,NA,NA,1,NA,NA
"249","005",37,168,NA,NA,NA,0,NA,NA
"250","005",38,168,NA,NA,NA,0,NA,NA
"251","005",39,171,NA,NA,NA,1,NA,NA
"252","005",40,175,NA,NA,NA,0,NA,NA
"253","005",41,175,NA,NA,NA,0,NA,NA
"254","005",42,175,NA,NA,NA,0,NA,NA
"255","005",43,177,NA,NA,NA,1,NA,NA
"256","005",44,198,NA,NA,NA,4,NA,NA
"257","005",45,210,NA,NA,NA,0,NA,NA
"258","005",46,217,NA,863,437,1,NA,NA
"259","005",47,225,NA,901,614,2,NA,NA
"260","005",48,228,NA,956,737,1,NA,NA
"261","005",49,236,NA,1004,803,1,NA,NA
"262","005",50,243,NA,1147,835,1,NA,NA
"263","005",51,248,NA,1290,887,1,NA,NA
"264","005",52,252,NA,1544,936,0,NA,NA
"265","005",53,252,NA,1966,1010,0,NA,NA
"266","005",54,252,NA,2275,1141,0,NA,NA
"267","005",55,252,NA,2531,1299,0,NA,NA
"268","005",56,252,NA,2726,1611,0,NA,NA
"269","005",57,252,NA,2828,1908,0,NA,NA
"270","005",58,252,NA,2914,2223,0,NA,NA
"271","005",59,252,NA,3015,2463,0,NA,NA
"272","005",60,255,NA,3147,2618,1,NA,NA
"273","005",61,262,NA,3293,2736,1,NA,NA
"274","005",62,270,NA,3463,2945,1,NA,NA
"275","005",63,273,NA,3691,3498,0,NA,NA
"276","005",64,279,NA,3813,3747,1,NA,NA
"277","005",65,280,NA,4167,4128,0,NA,NA
"278","005",66,280,NA,NA,4632,0,NA,NA
"279","005",67,280,NA,NA,4946,0,NA,NA
"280","005",68,280,NA,NA,5054,0,NA,NA
"281","005",69,280,NA,5140,5101,0,NA,NA
"282","005",70,280,NA,5311,5227,0,NA,NA
"283","005",71,280,NA,5684,5413,0,NA,NA
"284","005",72,280,NA,6162,5584,0,NA,NA
"285","005",73,283,NA,6942,5752,1,NA,NA
"286","005",74,297,NA,7921,6093,2,NA,NA
"287","005",75,309,NA,8554,6419,2,NA,NA
"288","005",76,318,NA,9013,6842,1,NA,NA
"289","005",77,329,NA,9509,7288,2,NA,NA
"290","005",78,345,NA,9948,7873,2,NA,NA
"291","005",79,356,NA,10356,8559,1,NA,NA
"292","005",80,365,NA,10557,8989,2,NA,NA
"293","005",81,375,NA,10720,9429,1,NA,NA
"294","005",82,383,NA,10855,9743,1,NA,NA
"295","005",83,402,NA,10941,9956,3,NA,NA
"296","005",84,424,NA,11099,10224,3,NA,NA
"297","005",85,430,NA,11222,10359,1,NA,NA
"298","005",86,434,NA,11311,10452,0,NA,NA
"299","005",87,434,NA,11484,10554,0,NA,NA
"300","005",88,434,NA,11678,10678,0,NA,NA
"301","005",89,445,NA,11854,10820,2,NA,NA
"302","005",90,448,NA,12048,10961,0,NA,NA
"303","005",91,448,NA,12146,11133,0,NA,NA
"304","005",92,448,NA,12216,11266,0,NA,4476
"305","005",93,448,NA,12388,11429,0,NA,4885
"306","005",94,448,NA,12487,11593,0,NA,5239
"307","005",95,455,NA,12580,11731,1,NA,5575
"308","005",96,455,NA,21323,18930,0,NA,6008
"309","005",97,455,NA,26595,23210,0,NA,6352
"310","005",98,460,NA,26687,23296,1,NA,6521
"311","005",99,469,NA,26767,23364,1,NA,6599
"312","005",100,490,NA,26875,23477,4,NA,6721
"313","005",101,497,NA,26936,23553,0,NA,6797
"314","005",102,508,NA,27050,23648,2,NA,6925
"315","005",103,511,NA,27083,23690,0,NA,6961
"316","005",104,511,NA,27103,23724,0,NA,6990
"317","005",105,484,NA,27117,23768,NA,NA,7040
"318","005",106,490,NA,27144,23794,2,NA,7077
"319","007",1,NA,NA,NA,NA,NA,NA,NA
"320","007",2,7,NA,NA,NA,0,NA,NA
"321","007",3,13,NA,NA,NA,1,NA,NA
"322","007",4,14,NA,NA,NA,0,NA,NA
"323","007",5,14,NA,NA,NA,0,NA,NA
"324","007",6,14,NA,NA,NA,0,NA,NA
"325","007",7,14,NA,NA,NA,0,NA,NA
"326","007",8,14,NA,NA,NA,0,NA,NA
"327","007",9,12,NA,NA,NA,1,NA,NA
"328","007",10,14,NA,NA,NA,0,NA,NA
"329","007",11,19,NA,NA,NA,2,NA,NA
"330","007",12,21,NA,NA,NA,0,NA,NA
"331","007",13,22,NA,NA,NA,1,NA,NA
"332","007",14,21,NA,NA,NA,0,NA,NA
"333","007",15,21,NA,NA,NA,0,NA,NA
"334","007",16,21,NA,NA,NA,0,NA,NA
"335","007",17,21,NA,NA,NA,0,NA,NA
"336","007",18,21,NA,NA,NA,0,NA,NA
"337","007",19,21,NA,NA,NA,0,NA,NA
"338","007",20,21,NA,NA,NA,0,NA,NA
"339","007",21,21,NA,NA,NA,0,NA,NA
"340","007",22,21,NA,NA,NA,0,NA,NA
"341","007",23,21,NA,NA,NA,0,NA,NA
"342","007",24,21,NA,NA,NA,0,NA,NA
"343","007",25,21,NA,NA,NA,0,NA,NA
"344","007",26,21,NA,NA,NA,0,NA,NA
"345","007",27,27,NA,NA,NA,1,NA,NA
"346","007",28,28,NA,NA,NA,0,NA,NA
"347","007",29,35,NA,NA,NA,2,NA,NA
"348","007",30,42,NA,NA,NA,0,NA,NA
"349","007",31,42,NA,NA,NA,0,NA,NA
"350","007",32,42,NA,NA,NA,0,NA,NA
"351","007",33,42,NA,NA,NA,NA,NA,NA
"352","007",34,42,NA,NA,NA,0,NA,NA
"353","007",35,42,NA,NA,NA,0,NA,NA
"354","007",36,42,NA,NA,NA,0,NA,NA
"355","007",37,42,NA,NA,NA,0,NA,NA
"356","007",38,42,NA,NA,NA,0,NA,NA
"357","007",39,42,NA,NA,NA,0,NA,NA
"358","007",40,42,NA,NA,NA,0,NA,NA
"359","007",41,42,NA,NA,NA,0,NA,NA
"360","007",42,42,NA,NA,NA,0,NA,NA
"361","007",43,42,NA,NA,NA,0,NA,NA
"362","007",44,42,NA,NA,NA,0,NA,NA
"363","007",45,42,NA,NA,NA,0,NA,NA
"364","007",46,42,NA,2037,295,0,NA,NA
"365","007",47,42,NA,2253,571,0,NA,NA
"366","007",48,45,NA,2462,1087,1,NA,NA
"367","007",49,49,NA,2607,1630,0,NA,NA
"368","007",50,54,NA,2757,1968,1,NA,NA
"369","007",51,59,NA,2889,2135,1,NA,NA
"370","007",52,63,NA,3138,2275,0,NA,NA
"371","007",53,63,NA,3453,2467,0,NA,NA
"372","007",54,63,NA,3701,2643,0,NA,NA
"373","007",55,63,NA,3988,2836,0,NA,NA
"374","007",56,63,NA,4308,3159,0,NA,NA
"375","007",57,63,NA,4459,3417,0,NA,NA
"376","007",58,63,NA,4566,3642,0,NA,NA
"377","007",59,63,NA,4645,3885,0,NA,NA
"378","007",60,63,NA,4813,4087,0,NA,NA
"379","007",61,63,NA,5063,4228,0,NA,NA
"380","007",62,63,NA,5160,4334,0,NA,NA
"381","007",63,63,NA,5246,4499,0,NA,NA
"382","007",64,67,NA,5304,4555,1,NA,NA
"383","007",65,70,NA,5346,4665,0,NA,NA
"384","007",66,70,NA,5404,4782,0,NA,NA
"385","007",67,70,NA,5515,4888,0,NA,NA
"386","007",68,70,NA,5591,4939,0,NA,NA
"387","007",69,70,NA,5677,4952,0,NA,NA
"388","007",70,70,NA,5726,5003,0,NA,NA
"389","007",71,80,NA,5901,5102,2,NA,NA
"390","007",72,77,NA,6102,5183,0,NA,NA
"391","007",73,77,NA,6338,5236,0,NA,NA
"392","007",74,77,NA,6758,5429,0,NA,NA
"393","007",75,77,NA,6990,5587,0,NA,NA
"394","007",76,77,NA,7236,5831,0,NA,NA
"395","007",77,83,NA,7455,6010,1,NA,NA
"396","007",78,89,NA,7650,6225,1,NA,NA
"397","007",79,91,NA,7826,6553,0,NA,NA
"398","007",80,96,NA,7913,6772,1,NA,NA
"399","007",81,98,NA,7991,6937,0,NA,NA
"400","007",82,98,NA,8078,7073,0,NA,NA
"401","007",83,98,NA,8124,7158,0,NA,NA
"402","007",84,98,NA,8161,7213,0,NA,NA
"403","007",85,98,NA,8220,7298,0,NA,NA
"404","007",86,98,NA,8246,7361,0,NA,NA
"405","007",87,98,NA,8324,7444,0,NA,NA
"406","007",88,98,NA,8376,7490,0,NA,NA
"407","007",89,98,NA,8460,7495,0,NA,NA
"408","007",90,98,NA,8569,7461,0,NA,NA
"409","007",91,98,NA,8632,7546,0,NA,NA
"410","007",92,98,NA,8665,7608,0,NA,2356
"411","007",93,98,NA,8688,7652,0,NA,2579
"412","007",94,98,NA,8732,7709,0,NA,2747
"413","007",95,98,NA,8793,7755,0,NA,2841
"414","007",96,98,NA,11341,9479,0,NA,3035
"415","007",97,98,NA,12678,10426,0,NA,3170
"416","007",98,98,NA,12798,10476,0,NA,3258
"417","007",99,98,NA,12851,10505,0,NA,3299
"418","007",100,98,NA,12898,10674,0,NA,3381
"419","007",101,98,NA,12951,10824,0,NA,3421
"420","007",102,98,NA,12968,10873,0,NA,3440
"421","007",103,98,NA,12968,10902,0,NA,3459
"422","007",104,98,NA,12977,10922,0,NA,3511
"423","007",105,98,NA,12988,10941,0,NA,3537
"424","007",106,98,NA,13017,10960,0,NA,3547
"425","009",1,0,NA,NA,NA,0,NA,NA
"426","009",2,7,NA,NA,NA,1,NA,NA
"427","009",3,8,NA,NA,NA,1,NA,NA
"428","009",4,15,NA,NA,NA,1,NA,NA
"429","009",5,33,NA,NA,NA,3,NA,NA
"430","009",6,52,NA,NA,NA,2,NA,NA
"431","009",7,75,NA,NA,NA,4,NA,NA
"432","009",8,87,NA,NA,NA,3,NA,NA
"433","009",9,125,NA,NA,NA,10,NA,NA
"434","009",10,180,NA,NA,NA,2,NA,NA
"435","009",11,187,NA,NA,NA,1,NA,NA
"436","009",12,210,NA,NA,NA,4,NA,NA
"437","009",13,229,NA,NA,NA,2,NA,NA
"438","009",14,229,NA,NA,NA,1,NA,NA
"439","009",15,237,NA,NA,NA,1,NA,NA
"440","009",16,241,NA,NA,NA,1,NA,NA
"441","009",17,245,NA,NA,NA,0,NA,NA
"442","009",18,255,NA,NA,NA,2,NA,NA
"443","009",19,264,NA,NA,NA,1,NA,NA
"444","009",20,268,NA,NA,NA,1,NA,NA
"445","009",21,295,NA,NA,NA,5,NA,NA
"446","009",22,319,NA,NA,NA,2,NA,NA
"447","009",23,337,NA,NA,NA,4,NA,NA
"448","009",24,364,NA,NA,NA,3,NA,NA
"449","009",25,381,NA,NA,NA,2,NA,NA
"450","009",26,385,NA,NA,NA,0,NA,NA
"451","009",27,391,NA,NA,NA,1,NA,NA
"452","009",28,400,NA,NA,NA,2,NA,NA
"453","009",29,419,NA,NA,NA,3,NA,NA
"454","009",30,436,NA,NA,NA,2,NA,NA
"455","009",31,443,NA,NA,NA,1,NA,NA
"456","009",32,451,NA,NA,NA,1,NA,NA
"457","009",33,464,NA,NA,NA,NA,NA,NA
"458","009",34,480,NA,NA,NA,2,NA,NA
"459","009",35,483,NA,NA,NA,0,NA,NA
"460","009",36,494,NA,NA,NA,2,NA,NA
"461","009",37,501,NA,NA,NA,1,NA,NA
"462","009",38,514,NA,NA,NA,2,NA,NA
"463","009",39,514,NA,NA,NA,0,NA,NA
"464","009",40,517,NA,NA,NA,2,NA,NA
"465","009",41,525,NA,NA,NA,0,NA,NA
"466","009",42,530,NA,NA,NA,1,NA,NA
"467","009",43,543,NA,NA,NA,3,NA,NA
"468","009",44,582,NA,NA,NA,9,NA,NA
"469","009",45,642,NA,NA,NA,6,NA,NA
"470","009",46,659,NA,4382,689,3,NA,NA
"471","009",47,684,NA,5311,1185,3,NA,NA
"472","009",48,734,NA,6006,1774,8,NA,NA
"473","009",49,757,NA,6475,2636,2,NA,NA
"474","009",50,805,NA,6902,3161,8,NA,NA
"475","009",51,822,NA,7567,3667,1,NA,NA
"476","009",52,829,NA,8310,4300,2,NA,NA
"477","009",53,845,NA,9307,4778,4,NA,NA
"478","009",54,861,NA,10309,5209,0,NA,NA
"479","009",55,868,NA,10916,5704,2,NA,NA
"480","009",56,878,NA,11524,6384,1,NA,NA
"481","009",57,890,NA,11897,7160,2,NA,NA
"482","009",58,896,NA,12185,7725,0,NA,NA
"483","009",59,896,NA,12390,8187,0,NA,NA
"484","009",60,905,NA,12765,8558,2,NA,NA
"485","009",61,913,NA,13357,9260,1,NA,NA
"486","009",62,923,NA,14730,10634,1,NA,NA
"487","009",63,928,NA,16611,13434,1,NA,NA
"488","009",64,938,NA,17728,15079,2,NA,NA
"489","009",65,938,NA,18271,16119,0,NA,NA
"490","009",66,943,NA,19475,17926,1,NA,NA
"491","009",67,948,NA,20954,19762,1,NA,NA
"492","009",68,952,NA,21956,20638,0,NA,NA
"493","009",69,952,NA,22625,21150,0,NA,NA
"494","009",70,951,NA,23935,22029,1,NA,NA
"495","009",71,957,NA,26148,23039,1,NA,NA
"496","009",72,959,NA,28733,23927,0,NA,NA
"497","009",73,959,NA,30919,24706,0,NA,NA
"498","009",74,978,NA,35032,26614,4,NA,NA
"499","009",75,990,NA,37563,28412,1,NA,NA
"500","009",76,1029,NA,39961,30444,6,NA,NA
"501","009",77,1072,NA,42272,32292,7,NA,NA
"502","009",78,1110,NA,44337,34680,5,NA,NA
"503","009",79,1142,NA,46523,37551,5,NA,NA
"504","009",80,1181,NA,47733,39626,5,NA,NA
"505","009",81,1211,NA,48941,41638,4,NA,NA
"506","009",82,1246,NA,49822,43202,5,NA,NA
"507","009",83,1283,NA,50351,44411,5,NA,NA
"508","009",84,1308,NA,51061,45969,4,NA,NA
"509","009",85,1334,NA,51631,47238,3,NA,NA
"510","009",86,1348,NA,52067,48039,2,NA,NA
"511","009",87,1362,NA,52823,48726,3,NA,NA
"512","009",88,1372,NA,53384,49261,0,NA,NA
"513","009",89,1383,NA,54441,50375,2,NA,NA
"514","009",90,1392,NA,55346,52517,1,NA,NA
"515","009",91,1393,NA,55958,53341,0,NA,NA
"516","009",92,1393,NA,56408,54063,0,NA,32648
"517","009",93,1413,NA,57334,54962,4,NA,36435
"518","009",94,1421,NA,58165,55541,0,NA,38914
"519","009",95,1432,NA,58986,56200,2,NA,41155
"520","009",96,1435,NA,118802,105042,0,NA,45432
"521","009",97,1444,NA,154474,134656,2,NA,48271
"522","009",98,1455,NA,154795,135347,2,NA,49195
"523","009",99,1486,NA,155131,135888,6,NA,49859
"524","009",100,1527,NA,155654,136382,4,NA,50762
"525","009",101,1541,NA,155975,136900,2,NA,51365
"526","009",102,1563,NA,156196,137185,3,NA,51723
"527","009",103,1578,NA,156438,137472,2,NA,52199
"528","009",104,1599,NA,156612,137833,3,NA,52591
"529","009",105,1616,NA,156743,138053,3,NA,52906
"530","009",106,1624,NA,156857,138203,0,NA,53187
"531","011",1,NA,NA,NA,NA,NA,NA,NA
"532","011",2,0,NA,NA,NA,NA,NA,NA
"533","011",3,0,NA,NA,NA,0,NA,NA
