"","countyFIPS","Week","total_deaaths","total_vaccinesDistributed","total_vaccinationsInitiated","total_vaccinationsCompleted","total_newDeaths","total_vaccinesAdministered","total_vaccinationsAdditionalDose"
"3110","061",36,21,NA,NA,NA,0,NA,NA
"3111","061",37,21,NA,NA,NA,0,NA,NA
"3112","061",38,21,NA,NA,NA,0,NA,NA
"3113","061",39,21,NA,NA,NA,0,NA,NA
"3114","061",40,21,NA,NA,NA,0,NA,NA
"3115","061",41,21,NA,NA,NA,0,NA,NA
"3116","061",42,21,NA,NA,NA,0,NA,NA
"3117","061",43,21,NA,NA,NA,0,NA,NA
"3118","061",44,21,NA,NA,NA,0,NA,NA
"3119","061",45,21,NA,NA,NA,0,NA,NA
"3120","061",46,21,NA,NA,NA,0,NA,NA
"3121","061",47,21,NA,NA,NA,0,NA,NA
"3122","061",48,21,NA,1266,437,0,NA,NA
"3123","061",49,21,NA,1404,823,0,NA,NA
"3124","061",50,21,NA,1593,925,0,NA,NA
"3125","061",51,21,NA,1780,1064,0,NA,NA
"3126","061",52,21,NA,1986,1219,0,NA,NA
"3127","061",53,21,NA,2182,1335,0,NA,NA
"3128","061",54,21,NA,2366,1499,0,NA,NA
"3129","061",55,21,NA,2555,1604,0,NA,NA
"3130","061",56,21,NA,2849,1836,0,NA,NA
"3131","061",57,21,NA,3053,2049,0,NA,NA
"3132","061",58,21,NA,3237,2208,0,NA,NA
"3133","061",59,21,NA,3320,2341,0,NA,NA
"3134","061",60,21,NA,3437,2480,0,NA,NA
"3135","061",61,21,NA,3616,2665,0,NA,NA
"3136","061",62,21,NA,3718,2831,0,NA,NA
"3137","061",63,21,NA,3884,3005,0,NA,NA
"3138","061",64,21,NA,4001,3104,0,NA,NA
"3139","061",65,21,NA,4112,3220,0,NA,NA
"3140","061",66,21,NA,4301,3382,0,NA,NA
"3141","061",67,21,NA,4600,3593,0,NA,NA
"3142","061",68,21,NA,4785,3733,0,NA,NA
"3143","061",69,21,NA,4968,3915,0,NA,NA
"3144","061",70,21,NA,5254,4190,0,NA,NA
"3145","061",71,21,NA,5442,4327,0,NA,NA
"3146","061",72,21,NA,5700,4452,0,NA,NA
"3147","061",73,21,NA,6027,4652,0,NA,NA
"3148","061",74,21,NA,6433,4864,0,NA,NA
"3149","061",75,21,NA,6750,5083,0,NA,NA
"3150","061",76,21,NA,7061,5324,0,NA,NA
"3151","061",77,21,NA,7264,5525,0,NA,NA
"3152","061",78,25,NA,7490,5781,1,NA,NA
"3153","061",79,28,NA,7777,6059,0,NA,NA
"3154","061",80,31,NA,7953,6244,1,NA,NA
"3155","061",81,28,NA,8074,6407,0,NA,NA
"3156","061",82,28,NA,8310,6620,0,NA,NA
"3157","061",83,28,NA,8460,6798,0,NA,NA
"3158","061",84,28,NA,8612,6992,0,NA,NA
"3159","061",85,28,NA,8787,7165,0,NA,NA
"3160","061",86,28,NA,8934,7298,0,NA,NA
"3161","061",87,28,NA,9054,7416,0,NA,NA
"3162","061",88,28,NA,9200,7561,0,NA,NA
"3163","061",89,28,NA,9337,7773,0,NA,NA
"3164","061",90,28,NA,9521,8006,0,NA,NA
"3165","061",91,28,NA,9731,8255,0,NA,NA
"3166","061",92,28,NA,9889,8346,0,NA,2481
"3167","061",93,28,NA,9991,8450,0,NA,2665
"3168","061",94,28,NA,10066,8553,0,NA,2924
"3169","061",95,28,NA,10159,8643,0,NA,3170
"3170","061",96,28,NA,12353,10478,0,NA,3448
"3171","061",97,28,NA,13713,11618,0,NA,3661
"3172","061",98,28,NA,13850,11739,0,NA,3853
"3173","061",99,28,NA,13914,11840,0,NA,3945
"3174","061",100,28,NA,14077,11981,0,NA,4036
"3175","061",101,31,NA,14170,12082,1,NA,4126
"3176","061",102,39,NA,14283,12304,1,NA,4225
"3177","061",103,42,NA,14371,12405,0,NA,4313
"3178","061",104,42,NA,14440,12452,0,NA,4371
"3179","061",105,42,NA,14493,12500,0,NA,4464
"3180","061",106,42,NA,14531,12531,0,NA,4524
"3181","063",1,7,NA,NA,NA,0,NA,NA
"3182","063",2,42,NA,NA,NA,8,NA,NA
"3183","063",3,73,NA,NA,NA,2,NA,NA
"3184","063",4,100,NA,NA,NA,6,NA,NA
"3185","063",5,146,NA,NA,NA,4,NA,NA
"3186","063",6,204,NA,NA,NA,12,NA,NA
"3187","063",7,234,NA,NA,NA,2,NA,NA
"3188","063",8,255,NA,NA,NA,5,NA,NA
"3189","063",9,286,NA,NA,NA,5,NA,NA
"3190","063",10,317,NA,NA,NA,7,NA,NA
"3191","063",11,357,NA,NA,NA,3,NA,NA
"3192","063",12,426,NA,NA,NA,18,NA,NA
"3193","063",13,522,NA,NA,NA,7,NA,NA
"3194","063",14,547,NA,NA,NA,3,NA,NA
"3195","063",15,553,NA,NA,NA,0,NA,NA
"3196","063",16,568,NA,NA,NA,3,NA,NA
"3197","063",17,587,NA,NA,NA,3,NA,NA
"3198","063",18,622,NA,NA,NA,7,NA,NA
"3199","063",19,674,NA,NA,NA,9,NA,NA
"3200","063",20,733,NA,NA,NA,9,NA,NA
"3201","063",21,797,NA,NA,NA,6,NA,NA
"3202","063",22,830,NA,NA,NA,5,NA,NA
"3203","063",23,916,NA,NA,NA,16,NA,NA
"3204","063",24,1002,NA,NA,NA,NA,NA,NA
"3205","063",25,1048,NA,NA,NA,9,NA,NA
"3206","063",26,1089,NA,NA,NA,4,NA,NA
"3207","063",27,1122,NA,NA,NA,4,NA,NA
"3208","063",28,1133,NA,NA,NA,1,NA,NA
"3209","063",29,1160,NA,NA,NA,8,NA,NA
"3210","063",30,1198,NA,NA,NA,4,NA,NA
"3211","063",31,1223,NA,NA,NA,1,NA,NA
"3212","063",32,1240,NA,NA,NA,4,NA,NA
"3213","063",33,1288,NA,NA,NA,NA,NA,NA
"3214","063",34,1328,NA,NA,NA,5,NA,NA
"3215","063",35,1365,NA,NA,NA,6,NA,NA
"3216","063",36,1401,NA,NA,NA,6,NA,NA
"3217","063",37,1438,NA,NA,NA,5,NA,NA
"3218","063",38,1477,NA,NA,NA,4,NA,NA
"3219","063",39,1507,NA,NA,NA,7,NA,NA
"3220","063",40,1573,NA,NA,NA,10,NA,NA
"3221","063",41,1624,NA,NA,NA,5,NA,NA
"3222","063",42,1669,NA,NA,NA,9,NA,NA
"3223","063",43,1760,NA,NA,NA,17,NA,NA
"3224","063",44,1923,NA,NA,NA,21,NA,NA
"3225","063",45,2076,NA,20245,2540,28,NA,NA
"3226","063",46,2274,NA,27768,4793,31,NA,NA
"3227","063",47,2427,NA,32501,8100,13,NA,NA
"3228","063",48,2538,NA,38056,14808,22,NA,NA
"3229","063",49,2682,NA,42597,20155,13,NA,NA
"3230","063",50,2755,NA,47208,24346,10,NA,NA
"3231","063",51,2832,NA,58053,30269,12,NA,NA
"3232","063",52,2900,NA,70647,35741,8,NA,NA
"3233","063",53,2944,NA,89476,41205,7,NA,NA
"3234","063",54,3011,NA,111282,47651,10,NA,NA
"3235","063",55,3052,NA,129871,56472,4,NA,NA
"3236","063",56,3124,NA,153440,70685,14,NA,NA
"3237","063",57,3212,NA,167346,86445,13,NA,NA
"3238","063",58,3269,NA,177049,102250,3,NA,NA
"3239","063",59,3309,NA,185398,117881,10,NA,NA
"3240","063",60,3372,NA,194108,133394,6,NA,NA
"3241","063",61,3417,NA,202612,146066,6,NA,NA
"3242","063",62,3471,NA,213612,160153,11,NA,NA
"3243","063",63,3527,NA,233155,186901,6,NA,NA
"3244","063",64,3574,NA,245570,204103,7,NA,NA
"3245","063",65,3619,NA,252737,214246,6,NA,NA
"3246","063",66,3652,NA,265150,229988,3,NA,NA
"3247","063",67,3671,NA,281187,247508,2,NA,NA
"3248","063",68,3679,NA,292000,256121,NA,NA,NA
"3249","063",69,3687,NA,299133,262316,2,NA,NA
"3250","063",70,3689,NA,309808,271715,0,NA,NA
"3251","063",71,3695,NA,322527,278820,2,NA,NA
"3252","063",72,3704,NA,337400,286303,2,NA,NA
"3253","063",73,3735,NA,353883,293758,6,NA,NA
"3254","063",74,3810,NA,374685,306998,13,NA,NA
"3255","063",75,3885,NA,388533,318658,7,NA,NA
"3256","063",76,3973,NA,404198,331733,17,NA,NA
"3257","063",77,4088,NA,419403,343760,16,NA,NA
"3258","063",78,4192,NA,434079,357636,15,NA,NA
"3259","063",79,4335,NA,447434,372556,21,NA,NA
"3260","063",80,4475,NA,456480,384644,21,NA,NA
"3261","063",81,4661,NA,464145,397044,25,NA,NA
"3262","063",82,4774,NA,471804,409036,17,NA,NA
"3263","063",83,4892,NA,477602,417509,17,NA,NA
"3264","063",84,5016,NA,486415,429157,17,NA,NA
"3265","063",85,5153,NA,492227,437414,20,NA,NA
"3266","063",86,5232,NA,496236,442931,11,NA,NA
"3267","063",87,5312,NA,503032,448506,10,NA,NA
"3268","063",88,5365,NA,508535,452874,4,NA,NA
"3269","063",89,5408,NA,515292,458290,7,NA,NA
"3270","063",90,5446,NA,522579,465339,5,NA,NA
"3271","063",91,5468,NA,529303,472279,3,NA,NA
"3272","063",92,5492,NA,534436,477413,4,NA,163635
"3273","063",93,5562,NA,541733,483629,11,NA,182781
"3274","063",94,5596,NA,547746,488564,3,NA,196159
"3275","063",95,5669,NA,555207,493897,13,NA,209991
"3276","063",96,5699,NA,846070,716447,NA,NA,237665
"3277","063",97,5765,NA,1017998,850554,13,NA,257587
"3278","063",98,5874,NA,1022478,856650,15,NA,265180
"3279","063",99,5986,NA,1026412,862519,20,NA,270984
"3280","063",100,6103,NA,1030090,867724,16,NA,275951
"3281","063",101,6235,NA,1033017,872019,18,NA,280135
"3282","063",102,6323,NA,1035744,875271,12,NA,283862
"3283","063",103,6443,NA,1037999,878111,17,NA,287439
"3284","063",104,6513,NA,1039876,880273,9,NA,290157
"3285","063",105,6580,NA,1041451,882329,8,NA,292637
"3286","063",106,6620,NA,1043058,884311,6,NA,295414
"3287","065",1,0,NA,NA,NA,0,NA,NA
"3288","065",2,0,NA,NA,NA,0,NA,NA
"3289","065",3,0,NA,NA,NA,0,NA,NA
"3290","065",4,0,NA,NA,NA,0,NA,NA
"3291","065",5,0,NA,NA,NA,0,NA,NA
"3292","065",6,0,NA,NA,NA,0,NA,NA
"3293","065",7,0,NA,NA,NA,0,NA,NA
"3294","065",8,3,NA,NA,NA,1,NA,NA
"3295","065",9,7,NA,NA,NA,0,NA,NA
"3296","065",10,13,NA,NA,NA,1,NA,NA
"3297","065",11,14,NA,NA,NA,0,NA,NA
"3298","065",12,14,NA,NA,NA,0,NA,NA
"3299","065",13,14,NA,NA,NA,0,NA,NA
"3300","065",14,19,NA,NA,NA,1,NA,NA
"3301","065",15,21,NA,NA,NA,0,NA,NA
"3302","065",16,21,NA,NA,NA,0,NA,NA
"3303","065",17,26,NA,NA,NA,1,NA,NA
"3304","065",18,28,NA,NA,NA,0,NA,NA
"3305","065",19,28,NA,NA,NA,0,NA,NA
"3306","065",20,28,NA,NA,NA,0,NA,NA
"3307","065",21,28,NA,NA,NA,0,NA,NA
"3308","065",22,28,NA,NA,NA,0,NA,NA
"3309","065",23,28,NA,NA,NA,0,NA,NA
"3310","065",24,30,NA,NA,NA,1,NA,NA
"3311","065",25,35,NA,NA,NA,0,NA,NA
"3312","065",26,40,NA,NA,NA,1,NA,NA
"3313","065",27,42,NA,NA,NA,0,NA,NA
"3314","065",28,48,NA,NA,NA,3,NA,NA
"3315","065",29,71,NA,NA,NA,2,NA,NA
"3316","065",30,78,NA,NA,NA,1,NA,NA
"3317","065",31,84,NA,NA,NA,0,NA,NA
"3318","065",32,86,NA,NA,NA,1,NA,NA
"3319","065",33,91,NA,NA,NA,NA,NA,NA
"3320","065",34,91,NA,NA,NA,0,NA,NA
"3321","065",35,91,NA,NA,NA,0,NA,NA
"3322","065",36,91,NA,NA,NA,0,NA,NA
"3323","065",37,91,NA,NA,NA,0,NA,NA
"3324","065",38,94,NA,NA,NA,1,NA,NA
"3325","065",39,98,NA,NA,NA,0,NA,NA
"3326","065",40,98,NA,NA,NA,0,NA,NA
"3327","065",41,98,NA,NA,NA,0,NA,NA
"3328","065",42,98,NA,NA,NA,0,NA,NA
"3329","065",43,107,NA,NA,NA,2,NA,NA
"3330","065",44,112,NA,NA,NA,0,NA,NA
"3331","065",45,125,NA,NA,NA,3,NA,NA
"3332","065",46,141,NA,NA,NA,2,NA,NA
"3333","065",47,147,NA,3852,1228,0,NA,NA
"3334","065",48,152,NA,4058,2577,1,NA,NA
"3335","065",49,158,NA,4275,3225,1,NA,NA
"3336","065",50,173,NA,4501,3532,2,NA,NA
"3337","065",51,175,NA,5066,3744,0,NA,NA
"3338","065",52,175,NA,5662,3909,0,NA,NA
"3339","065",53,179,NA,6728,4275,1,NA,NA
"3340","065",54,182,NA,7956,4556,0,NA,NA
"3341","065",55,182,NA,8676,5000,0,NA,NA
"3342","065",56,182,NA,9222,5880,0,NA,NA
"3343","065",57,182,NA,9623,6698,0,NA,NA
"3344","065",58,182,NA,9926,7362,0,NA,NA
"3345","065",59,182,NA,10356,7867,0,NA,NA
"3346","065",60,182,NA,10629,8127,0,NA,NA
"3347","065",61,182,NA,10746,8389,0,NA,NA
"3348","065",62,188,NA,10853,8654,1,NA,NA
"3349","065",63,189,NA,11060,9064,0,NA,NA
"3350","065",64,189,NA,11261,9299,0,NA,NA
"3351","065",65,189,NA,11339,9376,0,NA,NA
"3352","065",66,189,NA,11485,9579,0,NA,NA
"3353","065",67,189,NA,11764,9838,0,NA,NA
"3354","065",68,189,NA,11885,9952,0,NA,NA
"3355","065",69,189,NA,11961,10057,0,NA,NA
"3356","065",70,189,NA,12095,10211,0,NA,NA
"3357","065",71,189,NA,12458,10303,0,NA,NA
"3358","065",72,189,NA,13065,10421,0,NA,NA
"3359","065",73,189,NA,13842,10513,0,NA,NA
"3360","065",74,193,NA,14811,10802,1,NA,NA
"3361","065",75,196,NA,15311,11253,0,NA,NA
"3362","065",76,204,NA,15817,11824,2,NA,NA
"3363","065",77,216,NA,16106,12410,1,NA,NA
"3364","065",78,224,NA,16290,13028,1,NA,NA
"3365","065",79,224,NA,16504,13603,0,NA,NA
"3366","065",80,230,NA,16646,13904,1,NA,NA
"3367","065",81,244,NA,16743,14054,2,NA,NA
"3368","065",82,245,NA,16831,14187,0,NA,NA
"3369","065",83,245,NA,16864,14273,0,NA,NA
"3370","065",84,245,NA,16910,14380,0,NA,NA
"3371","065",85,245,NA,16990,14524,0,NA,NA
"3372","065",86,251,NA,17048,14635,1,NA,NA
"3373","065",87,252,NA,17096,14694,0,NA,NA
"3374","065",88,252,NA,17153,14748,0,NA,NA
"3375","065",89,252,NA,17249,14802,0,NA,NA
"3376","065",90,252,NA,17398,14708,0,NA,NA
"3377","065",91,252,NA,17487,14784,0,NA,NA
"3378","065",92,252,NA,17529,14865,0,NA,2522
"3379","065",93,252,NA,17612,14998,0,NA,2875
"3380","065",94,252,NA,17758,15091,0,NA,3156
"3381","065",95,252,NA,17864,15145,0,NA,3423
"3382","065",96,252,NA,20075,16876,0,NA,3828
"3383","065",97,259,NA,21414,17954,1,NA,4129
"3384","065",98,259,NA,21473,18043,0,NA,4297
"3385","065",99,259,NA,21498,18106,0,NA,4396
"3386","065",100,259,NA,21527,18194,0,NA,4460
"3387","065",101,266,NA,21566,18259,1,NA,4544
"3388","065",102,270,NA,21596,18315,1,NA,4570
"3389","065",103,279,NA,21624,18348,1,NA,4581
"3390","065",104,280,NA,21657,18386,0,NA,4616
"3391","065",105,287,NA,21672,18416,1,NA,4653
"3392","065",106,293,NA,21679,18438,1,NA,4676
"3393","067",1,43,NA,NA,NA,4,NA,NA
"3394","067",2,123,NA,NA,NA,15,NA,NA
"3395","067",3,216,NA,NA,NA,12,NA,NA
"3396","067",4,326,NA,NA,NA,19,NA,NA
"3397","067",5,466,NA,NA,NA,21,NA,NA
"3398","067",6,633,NA,NA,NA,22,NA,NA
"3399","067",7,765,NA,NA,NA,20,NA,NA
"3400","067",8,894,NA,NA,NA,15,NA,NA
"3401","067",9,965,NA,NA,NA,10,NA,NA
"3402","067",10,1137,NA,NA,NA,33,NA,NA
"3403","067",11,1322,NA,NA,NA,19,NA,NA
"3404","067",12,1469,NA,NA,NA,23,NA,NA
"3405","067",13,1569,NA,NA,NA,14,NA,NA
"3406","067",14,1653,NA,NA,NA,11,NA,NA
"3407","067",15,1708,NA,NA,NA,7,NA,NA
"3408","067",16,1746,NA,NA,NA,8,NA,NA
"3409","067",17,1813,NA,NA,NA,10,NA,NA
"3410","067",18,1937,NA,NA,NA,23,NA,NA
"3411","067",19,2067,NA,NA,NA,11,NA,NA
"3412","067",20,2180,NA,NA,NA,21,NA,NA
"3413","067",21,2312,NA,NA,NA,20,NA,NA
"3414","067",22,2490,NA,NA,NA,30,NA,NA
"3415","067",23,2673,NA,NA,NA,22,NA,NA
"3416","067",24,2784,NA,NA,NA,13,NA,NA
"3417","067",25,2856,NA,NA,NA,9,NA,NA
"3418","067",26,2919,NA,NA,NA,8,NA,NA
"3419","067",27,2964,NA,NA,NA,5,NA,NA
"3420","067",28,2994,NA,NA,NA,3,NA,NA
"3421","067",29,3057,NA,NA,NA,13,NA,NA
"3422","067",30,3111,NA,NA,NA,6,NA,NA
"3423","067",31,3154,NA,NA,NA,7,NA,NA
"3424","067",32,3198,NA,NA,NA,5,NA,NA
"3425","067",33,3313,NA,NA,NA,NA,NA,NA
"3426","067",34,3434,NA,NA,NA,17,NA,NA
"3427","067",35,3491,NA,NA,NA,6,NA,NA
"3428","067",36,3529,NA,NA,NA,6,NA,NA
"3429","067",37,3609,NA,NA,NA,14,NA,NA
"3430","067",38,3704,NA,NA,NA,12,NA,NA
"3431","067",39,3802,NA,NA,NA,18,NA,NA
"3432","067",40,3922,NA,NA,NA,16,NA,NA
"3433","067",41,4012,NA,NA,NA,11,NA,NA
"3434","067",42,4186,NA,NA,NA,33,NA,NA
"3435","067",43,4399,NA,65326,3585,34,NA,NA
"3436","067",44,4715,NA,148803,11873,48,NA,NA
"3437","067",45,5069,NA,251348,32266,54,NA,NA
"3438","067",46,5366,NA,334520,60417,36,NA,NA
"3439","067",47,5703,NA,376256,106621,52,NA,NA
"3440","067",48,6043,NA,414102,197126,NA,NA,NA
"3441","067",49,6298,NA,443084,271563,29,NA,NA
"3442","067",50,6508,NA,475375,318874,30,NA,NA
"3443","067",51,6631,NA,544150,363154,12,NA,NA
"3444","067",52,6697,NA,642658,395865,8,NA,NA
"3445","067",53,6814,NA,814640,430120,24,NA,NA
"3446","067",54,6915,NA,982666,467182,6,NA,NA
"3447","067",55,6985,NA,1136870,526202,13,NA,NA
"3448","067",56,7101,NA,1301993,669606,17,NA,NA
"3449","067",57,7185,NA,1386694,829784,13,NA,NA
"3450","067",58,7294,NA,1444450,963430,12,NA,NA
"3451","067",59,7350,NA,1491717,1081819,8,NA,NA
"3452","067",60,7395,NA,1540479,1181242,5,NA,NA
"3453","067",61,7457,NA,1585334,1247425,12,NA,NA
"3454","067",62,7531,NA,1622268,1295502,10,NA,NA
"3455","067",63,7590,NA,1692853,1415106,8,NA,NA
"3456","067",64,7649,NA,1738419,1483735,8,NA,NA
"3457","067",65,7692,NA,1756740,1515995,6,NA,NA
"3458","067",66,7731,NA,1790007,1566875,6,NA,NA
"3459","067",67,7764,NA,1836819,1625752,3,NA,NA
"3460","067",68,7777,NA,1866095,1651619,2,NA,NA
"3461","067",69,7806,NA,1884483,1668083,6,NA,NA
"3462","067",70,7839,NA,1911152,1692450,3,NA,NA
"3463","067",71,7862,NA,1944236,1712675,4,NA,NA
"3464","067",72,7908,NA,1981827,1733338,10,NA,NA
"3465","067",73,7966,NA,2022435,1753582,7,NA,NA
"3466","067",74,8069,NA,2075595,1787959,17,NA,NA
"3467","067",75,8173,NA,2110183,1817991,15,NA,NA
"3468","067",76,8318,NA,2145681,1850943,22,NA,NA
"3469","067",77,8455,NA,2183203,1885999,20,NA,NA
"3470","067",78,8595,NA,2219384,1922941,20,NA,NA
"3471","067",79,8743,NA,2245883,1958339,20,NA,NA
"3472","067",80,8927,NA,2263214,1984158,33,NA,NA
"3473","067",81,9180,NA,2279285,2008871,36,NA,NA
"3474","067",82,9350,NA,2295538,2033757,18,NA,NA
"3475","067",83,9531,NA,2311073,2054430,25,NA,NA
"3476","067",84,9672,NA,2331119,2079565,22,NA,NA
"3477","067",85,9777,NA,2345025,2098148,11,NA,NA
"3478","067",86,9828,NA,2360880,2112150,8,NA,NA
"3479","067",87,9884,NA,2389726,2124773,8,NA,NA
"3480","067",88,9944,NA,2412152,2135266,6,NA,NA
"3481","067",89,10012,NA,2441660,2148388,12,NA,NA
"3482","067",90,10044,NA,2467322,2168365,4,NA,NA
"3483","067",91,10109,NA,2489566,2198368,13,NA,NA
"3484","067",92,10180,NA,2507632,2219733,7,NA,758370
"3485","067",93,10236,NA,2532714,2243313,10,NA,843491
"3486","067",94,10286,NA,2551230,2260221,4,NA,901255
"3487","067",95,10431,NA,2569490,2279024,25,NA,957973
"3488","067",96,10582,NA,3150405,2735339,23,NA,1055937
"3489","067",97,10778,NA,3496389,3011216,31,NA,1123402
"3490","067",98,10944,NA,3505126,3024377,25,NA,1146796
"3491","067",99,11226,NA,3512308,3036100,42,NA,1164522
"3492","067",100,11490,NA,3518764,3046132,36,NA,1179110
"3493","067",101,11702,NA,3524518,3054945,29,NA,1191782
"3494","067",102,11830,NA,3530206,3062680,14,NA,1204124
"3495","067",103,11964,NA,3536026,3070300,20,NA,1215603
"3496","067",104,12070,NA,3541079,3077030,16,NA,1223283
"3497","067",105,12163,NA,3544308,3081384,13,NA,1230263
"3498","067",106,12285,NA,3547728,3086291,16,NA,1240266
"3499","069",1,0,NA,NA,NA,0,NA,NA
"3500","069",2,0,NA,NA,NA,0,NA,NA
"3501","069",3,13,NA,NA,NA,3,NA,NA
"3502","069",4,22,NA,NA,NA,1,NA,NA
"3503","069",5,28,NA,NA,NA,0,NA,NA
"3504","069",6,42,NA,NA,NA,3,NA,NA
"3505","069",7,58,NA,NA,NA,2,NA,NA
"3506","069",8,77,NA,NA,NA,3,NA,NA
"3507","069",9,88,NA,NA,NA,1,NA,NA
"3508","069",10,99,NA,NA,NA,2,NA,NA
"3509","069",11,103,NA,NA,NA,0,NA,NA
"3510","069",12,98,NA,NA,NA,0,NA,NA
"3511","069",13,103,NA,NA,NA,1,NA,NA
"3512","069",14,113,NA,NA,NA,2,NA,NA
"3513","069",15,119,NA,NA,NA,0,NA,NA
"3514","069",16,119,NA,NA,NA,0,NA,NA
"3515","069",17,122,NA,NA,NA,1,NA,NA
"3516","069",18,145,NA,NA,NA,4,NA,NA
"3517","069",19,166,NA,NA,NA,3,NA,NA
"3518","069",20,181,NA,NA,NA,3,NA,NA
"3519","069",21,213,NA,NA,NA,4,NA,NA
"3520","069",22,233,NA,NA,NA,2,NA,NA
"3521","069",23,252,NA,NA,NA,3,NA,NA
"3522","069",24,264,NA,NA,NA,1,NA,NA
"3523","069",25,278,NA,NA,NA,3,NA,NA
"3524","069",26,293,NA,NA,NA,2,NA,NA
"3525","069",27,322,NA,NA,NA,6,NA,NA
"3526","069",28,353,NA,NA,NA,3,NA,NA
"3527","069",29,383,NA,NA,NA,5,NA,NA
"3528","069",30,402,NA,NA,NA,2,NA,NA
"3529","069",31,418,NA,NA,NA,1,NA,NA
"3530","069",32,433,NA,NA,NA,4,NA,NA
"3531","069",33,467,NA,NA,NA,NA,NA,NA
"3532","069",34,488,NA,NA,NA,3,NA,NA
"3533","069",35,510,NA,NA,NA,3,NA,NA
"3534","069",36,542,NA,NA,NA,6,NA,NA
"3535","069",37,566,NA,NA,NA,1,NA,NA
"3536","069",38,567,NA,NA,NA,0,NA,NA
"3537","069",39,573,NA,NA,NA,1,NA,NA
"3538","069",40,594,NA,NA,NA,5,NA,NA
"3539","069",41,637,NA,NA,NA,6,NA,NA
"3540","069",42,674,NA,NA,NA,8,NA,NA
"3541","069",43,739,NA,NA,NA,9,NA,NA
"3542","069",44,816,NA,10767,512,9,NA,NA
"3543","069",45,847,NA,15931,1389,4,NA,NA
"3544","069",46,880,NA,19010,3168,7,NA,NA
"3545","069",47,952,NA,19829,6136,8,NA,NA
"3546","069",48,1023,NA,21481,11285,11,NA,NA
"3547","069",49,1049,NA,22898,15509,1,NA,NA
"3548","069",50,1070,NA,24565,17551,5,NA,NA
"3549","069",51,1091,NA,27461,18723,2,NA,NA
"3550","069",52,1113,NA,31435,20279,3,NA,NA
"3551","069",53,1136,NA,35379,22140,4,NA,NA
"3552","069",54,1158,NA,39951,24199,2,NA,NA
"3553","069",55,1176,NA,43748,27976,4,NA,NA
"3554","069",56,1178,NA,47097,32362,NA,NA,NA
"3555","069",57,1186,NA,49148,36540,2,NA,NA
"3556","069",58,1196,NA,50979,39846,2,NA,NA
"3557","069",59,1197,NA,52412,42465,0,NA,NA
"3558","069",60,1187,NA,53691,44505,0,NA,NA
"3559","069",61,1196,NA,54836,46231,3,NA,NA
"3560","069",62,1207,NA,55813,47411,1,NA,NA
"3561","069",63,1211,NA,57680,49399,2,NA,NA
"3562","069",64,1218,NA,58501,50366,0,NA,NA
"3563","069",65,1232,NA,58925,50912,4,NA,NA
"3564","069",66,1246,NA,59757,52066,0,NA,NA
"3565","069",67,1249,NA,61791,54063,1,NA,NA
"3566","069",68,1256,NA,63187,55063,1,NA,NA
"3567","069",69,1260,NA,64168,55630,0,NA,NA
"3568","069",70,1270,NA,65843,56589,2,NA,NA
"3569","069",71,1274,NA,68245,57676,0,NA,NA
"3570","069",72,1274,NA,71848,58626,0,NA,NA
"3571","069",73,1279,NA,76305,59499,1,NA,NA
"3572","069",74,1298,NA,82029,61680,3,NA,NA
"3573","069",75,1323,NA,85863,64205,5,NA,NA
"3574","069",76,1345,NA,89126,67371,2,NA,NA
"3575","069",77,1358,NA,91349,70133,2,NA,NA
"3576","069",78,1390,NA,93442,73536,5,NA,NA
"3577","069",79,1414,NA,95395,77258,2,NA,NA
"3578","069",80,1437,NA,96470,79521,4,NA,NA
"3579","069",81,1466,NA,97475,81233,5,NA,NA
"3580","069",82,1503,NA,98217,82370,7,NA,NA
"3581","069",83,1546,NA,98645,83125,4,NA,NA
"3582","069",84,1564,NA,99206,84107,2,NA,NA
"3583","069",85,1609,NA,99645,84827,6,NA,NA
"3584","069",86,1621,NA,99972,85241,3,NA,NA
"3585","069",87,1650,NA,100539,85640,4,NA,NA
"3586","069",88,1675,NA,100965,85966,3,NA,NA
"3587","069",89,1690,NA,102987,87869,2,NA,NA
"3588","069",90,1698,NA,104020,88169,1,NA,NA
"3589","069",91,1711,NA,104582,88770,2,NA,NA
"3590","069",92,1718,NA,104976,89272,1,NA,19646
"3591","069",93,1731,NA,105651,90107,2,NA,21985
"3592","069",94,1736,NA,106414,90843,0,NA,23666
"3593","069",95,1743,NA,107277,91516,1,NA,25447
"3594","069",96,1746,NA,121302,102366,1,NA,27482
"3595","069",97,1750,NA,129671,109018,0,NA,28864
"3596","069",98,1750,NA,129986,109520,0,NA,29487
"3597","069",99,1750,NA,130260,109938,0,NA,29845
"3598","069",100,1758,NA,130557,110329,2,NA,30383
"3599","069",101,1777,NA,130905,110744,2,NA,31013
"3600","069",102,1803,NA,131167,111159,5,NA,31532
"3601","069",103,1869,NA,131394,111536,11,NA,31957
"3602","069",104,1911,NA,131593,111836,5,NA,32258
"3603","069",105,1952,NA,131796,112085,5,NA,32574
"3604","069",106,1968,NA,131921,112255,2,NA,32774
"3605","071",1,NA,NA,NA,NA,NA,NA,NA
"3606","071",2,13,NA,NA,NA,3,NA,NA
"3607","071",3,35,NA,NA,NA,2,NA,NA
"3608","071",4,35,NA,NA,NA,0,NA,NA
"3609","071",5,41,NA,NA,NA,1,NA,NA
"3610","071",6,53,NA,NA,NA,4,NA,NA
